PHYSICAL CITY,PHYSICAL STATE,PHYSICAL ZIP,ZIP,RegionAssignment
EAST SYRACUSE,NY,13057,13057,NEW YORK 3
EAST WILLIAMSON,NY,14449,14449,NEW YORK 3
EAST WORCESTER,NY,12064,12064,NEW YORK 3
EATON,NY,13334,13334,NEW YORK 3
EDEN,NY,14057,14057,NEW YORK 3
EDMESTON,NY,13335,13335,NEW YORK 3
EDWARDS,NY,13635,13635,NEW YORK 3
ELBA,NY,14058,14058,NEW YORK 3
ELBRIDGE,NY,13060,13060,NEW YORK 3
ELDRED,NY,12732,12732,NEW YORK 3
ELIZABETHTOWN,NY,12932,12932,NEW YORK 3
ELIZAVILLE,NY,12523,12523,NEW YORK 3
ELKA PARK,NY,12427,12427,NEW YORK 3
ELLENBURG,NY,12933,12933,NEW YORK 3
ELLENBURG CENTER,NY,12934,12934,NEW YORK 3
ELLENBURG DEPOT,NY,12935,12935,NEW YORK 3
ELLENVILLE,NY,12428,12428,NEW YORK 3
ELLICOTTVILLE,NY,14731,14731,NEW YORK 3
ELLINGTON,NY,14732,14732,NEW YORK 3
ELLISBURG,NY,13636,13636,NEW YORK 3
ELMA,NY,14059,14059,NEW YORK 3
ELMIRA,NY,14901,14901,NEW YORK 3
ELMIRA,NY,14903,14903,NEW YORK 3
ELMIRA,NY,14904,14904,NEW YORK 3
ELMSFORD,NY,10523,10523,NEW YORK 3
ENDICOTT,NY,13760,13760,NEW YORK 3
ERIEVILLE,NY,13061,13061,NEW YORK 3
ERIN,NY,14838,14838,NEW YORK 3
ESOPUS,NY,12429,12429,NEW YORK 3
ESPERANCE,NY,12066,12066,NEW YORK 3
ESSEX,NY,12936,12936,NEW YORK 3
ETNA,NY,13062,13062,NEW YORK 3
EVANS MILLS,NY,13637,13637,NEW YORK 3
FABIUS,NY,13063,13063,NEW YORK 3
FAIR HAVEN,NY,13064,13064,NEW YORK 3
FAIRPORT,NY,14450,14450,NEW YORK 3
FALCONER,NY,14733,14733,NEW YORK 3
FALLSBURG,NY,12733,12733,NEW YORK 3
FANCHER,NY,14452,14452,NEW YORK 3
FARMERSVILLE STATION,NY,14060,14060,NEW YORK 3
FARMINGTON,NY,14425,14425,NEW YORK 3
FARNHAM,NY,14061,14061,NEW YORK 3
FAYETTE,NY,13065,13065,NEW YORK 3
FAYETTEVILLE,NY,13066,13066,NEW YORK 3
FELTS MILLS,NY,13638,13638,NEW YORK 3
FERNDALE,NY,12734,12734,NEW YORK 3
FEURA BUSH,NY,12067,12067,NEW YORK 3
FILLMORE,NY,14735,14735,NEW YORK 3
FINDLEY LAKE,NY,14736,14736,NEW YORK 3
FINE,NY,13639,13639,NEW YORK 3
FISHERS,NY,14453,14453,NEW YORK 3
FISHERS LANDING,NY,13641,13641,NEW YORK 3
FISHKILL,NY,12524,12524,NEW YORK 3
FISHS EDDY,NY,13774,13774,NEW YORK 3
FLEISCHMANNS,NY,12430,12430,NEW YORK 3
FLORIDA,NY,10921,10921,NEW YORK 3
FLY CREEK,NY,13337,13337,NEW YORK 3
FONDA,NY,12068,12068,NEW YORK 3
FORESTPORT,NY,13338,13338,NEW YORK 3
FORESTVILLE,NY,14062,14062,NEW YORK 3
FORT ANN,NY,12827,12827,NEW YORK 3
FORT COVINGTON,NY,12937,12937,NEW YORK 3
FORT DRUM,NY,13602,13602,NEW YORK 3
FORT EDWARD,NY,12828,12828,NEW YORK 3
FORT HUNTER,NY,12069,12069,NEW YORK 3
FORT JOHNSON,NY,12070,12070,NEW YORK 3
FORT MONTGOMERY,NY,10922,10922,NEW YORK 3
FORT PLAIN,NY,13339,13339,NEW YORK 3
FRANKFORT,NY,13340,13340,NEW YORK 3
FRANKLINVILLE,NY,14737,14737,NEW YORK 3
FREDONIA,NY,14063,14063,NEW YORK 3
FREEDOM,NY,14065,14065,NEW YORK 3
FREEHOLD,NY,12431,12431,NEW YORK 3
FREEVILLE,NY,13068,13068,NEW YORK 3
FREMONT CENTER,NY,12736,12736,NEW YORK 3
FREWSBURG,NY,14738,14738,NEW YORK 3
FRIENDSHIP,NY,14739,14739,NEW YORK 3
FULTONHAM,NY,12071,12071,NEW YORK 3
FULTONVILLE,NY,12072,12072,NEW YORK 3
GABRIELS,NY,12939,12939,NEW YORK 3
GAINESVILLE,NY,14066,14066,NEW YORK 3
GALLUPVILLE,NY,12073,12073,NEW YORK 3
GALWAY,NY,12074,12074,NEW YORK 3
GANSEVOORT,NY,12831,12831,NEW YORK 3
GARNERVILLE,NY,10923,10923,NEW YORK 3
GARRISON,NY,10524,10524,NEW YORK 3
GASPORT,NY,14067,14067,NEW YORK 3
GENESEO,NY,14454,14454,NEW YORK 3
GENEVA,NY,14456,14456,NEW YORK 3
GENOA,NY,13071,13071,NEW YORK 3
GEORGETOWN,NY,13072,13072,NEW YORK 3
GERMANTOWN,NY,12526,12526,NEW YORK 3
GERRY,NY,14740,14740,NEW YORK 3
GETZVILLE,NY,14068,14068,NEW YORK 3
GHENT,NY,12075,12075,NEW YORK 3
GILBERTSVILLE,NY,13776,13776,NEW YORK 3
GILBOA,NY,12076,12076,NEW YORK 3
GLASCO,NY,12432,12432,NEW YORK 3
GLEN AUBREY,NY,13777,13777,NEW YORK 3
GLEN SPEY,NY,12737,12737,NEW YORK 3
GLENFIELD,NY,13343,13343,NEW YORK 3
GLENFORD,NY,12433,12433,NEW YORK 3
GLENHAM,NY,12527,12527,NEW YORK 3
GLENMONT,NY,12077,12077,NEW YORK 3
GLENS FALLS,NY,12801,12801,NEW YORK 3
GLENWOOD,NY,14069,14069,NEW YORK 3
GLOVERSVILLE,NY,12078,12078,NEW YORK 3
GOLDENS BRIDGE,NY,10526,10526,NEW YORK 3
GORHAM,NY,14461,14461,NEW YORK 3
GOSHEN,NY,10924,10924,NEW YORK 3
GOUVERNEUR,NY,13642,13642,NEW YORK 3
GRAFTON,NY,12082,12082,NEW YORK 3
GRAHAMSVILLE,NY,12740,12740,NEW YORK 3
GRAND GORGE,NY,12434,12434,NEW YORK 3
GRAND ISLAND,NY,14072,14072,NEW YORK 3
GRANVILLE,NY,12832,12832,NEW YORK 3
GREAT BEND,NY,13643,13643,NEW YORK 3
GREAT VALLEY,NY,14741,14741,NEW YORK 3
GREENE,NY,13778,13778,NEW YORK 3
GREENFIELD CENTER,NY,12833,12833,NEW YORK 3
GREENFIELD PARK,NY,12435,12435,NEW YORK 3
GREENHURST,NY,14742,14742,NEW YORK 3
GREENVILLE,NY,12083,12083,NEW YORK 3
GREENWICH,NY,12834,12834,NEW YORK 3
GREENWOOD,NY,14839,14839,NEW YORK 3
GREENWOOD LAKE,NY,10925,10925,NEW YORK 3
GROTON,NY,13073,13073,NEW YORK 3
GROVELAND,NY,14462,14462,NEW YORK 3
GUILDERLAND,NY,12084,12084,NEW YORK 3
GUILDERLAND CENTER,NY,12085,12085,NEW YORK 3
GUILFORD,NY,13780,13780,NEW YORK 3
HADLEY,NY,12835,12835,NEW YORK 3
HAGAMAN,NY,12086,12086,NEW YORK 3
HAGUE,NY,12836,12836,NEW YORK 3
HAILESBORO,NY,13645,13645,NEW YORK 3
HAINES FALLS,NY,12436,12436,NEW YORK 3
HALCOTTSVILLE,NY,12438,12438,NEW YORK 3
HALFMOON,NY,12065,12065,NEW YORK 3
HALL,NY,14463,14463,NEW YORK 3
HAMBURG,NY,14075,14075,NEW YORK 3
HAMDEN,NY,13782,13782,NEW YORK 3
HAMILTON,NY,13346,13346,NEW YORK 3
HAMLIN,NY,14464,14464,NEW YORK 3
HAMMOND,NY,13646,13646,NEW YORK 3
HAMMONDSPORT,NY,14840,14840,NEW YORK 3
HAMPTON,NY,12837,12837,NEW YORK 3
HANCOCK,NY,13783,13783,NEW YORK 3
HANKINS,NY,12741,12741,NEW YORK 3
HANNACROIX,NY,12087,12087,NEW YORK 3
HANNAWA FALLS,NY,13647,13647,NEW YORK 3
HANNIBAL,NY,13074,13074,NEW YORK 3
HARFORD,NY,13784,13784,NEW YORK 3
HARPERSFIELD,NY,13786,13786,NEW YORK 3
HARPURSVILLE,NY,13787,13787,NEW YORK 3
HARRIMAN,NY,10926,10926,NEW YORK 3
HARRIS,NY,12742,12742,NEW YORK 3
HARRISVILLE,NY,13648,13648,NEW YORK 3
HARTFORD,NY,12838,12838,NEW YORK 3
HARTWICK,NY,13348,13348,NEW YORK 3
HASTINGS,NY,13076,13076,NEW YORK 3
HASTINGS ON HUDSON,NY,10706,10706,NEW YORK 3
HAVERSTRAW,NY,10927,10927,NEW YORK 3
HAWTHORNE,NY,10532,10532,NEW YORK 3
HECTOR,NY,14841,14841,NEW YORK 3
HELENA,NY,13649,13649,NEW YORK 3
HEMLOCK,NY,14466,14466,NEW YORK 3
HENDERSON,NY,13650,13650,NEW YORK 3
HENDERSON HARBOR,NY,13651,13651,NEW YORK 3
HENRIETTA,NY,14467,14467,NEW YORK 3
HENSONVILLE,NY,12439,12439,NEW YORK 3
HERKIMER,NY,13350,13350,NEW YORK 3
HERMON,NY,13652,13652,NEW YORK 3
HEUVELTON,NY,13654,13654,NEW YORK 3
HIGH FALLS,NY,12440,12440,NEW YORK 3
HIGHLAND,NY,12528,12528,NEW YORK 3
HIGHLAND FALLS,NY,10928,10928,NEW YORK 3
HIGHLAND LAKE,NY,12743,12743,NEW YORK 3
HIGHLAND MILLS,NY,10930,10930,NEW YORK 3
HIGHMOUNT,NY,12441,12441,NEW YORK 3
HILLBURN,NY,10931,10931,NEW YORK 3
HILLSDALE,NY,12529,12529,NEW YORK 3
HILTON,NY,14468,14468,NEW YORK 3
HIMROD,NY,14842,14842,NEW YORK 3
HINCKLEY,NY,13352,13352,NEW YORK 3
HINSDALE,NY,14743,14743,NEW YORK 3
HOBART,NY,13788,13788,NEW YORK 3
HOFFMEISTER,NY,13353,13353,NEW YORK 3
HOGANSBURG,NY,13655,13655,NEW YORK 3
HOLLAND,NY,14080,14080,NEW YORK 3
HOLLAND PATENT,NY,13354,13354,NEW YORK 3
HOLLEY,NY,14470,14470,NEW YORK 3
HOLLOWVILLE,NY,12530,12530,NEW YORK 3
HOLMES,NY,12531,12531,NEW YORK 3
HOMER,NY,13077,13077,NEW YORK 3
HONEOYE,NY,14471,14471,NEW YORK 3
HONEOYE FALLS,NY,14472,14472,NEW YORK 3
HOOSICK,NY,12089,12089,NEW YORK 3
HOOSICK FALLS,NY,12090,12090,NEW YORK 3
HORNELL,NY,14843,14843,NEW YORK 3
HORSEHEADS,NY,14845,14845,NEW YORK 3
HORTONVILLE,NY,12745,12745,NEW YORK 3
HOUGHTON,NY,14744,14744,NEW YORK 3
HOWELLS,NY,10932,10932,NEW YORK 3
HOWES CAVE,NY,12092,12092,NEW YORK 3
HUBBARDSVILLE,NY,13355,13355,NEW YORK 3
HUDSON,NY,12534,12534,NEW YORK 3
HUDSON FALLS,NY,12839,12839,NEW YORK 3
HUGHSONVILLE,NY,12537,12537,NEW YORK 3
HUGUENOT,NY,12746,12746,NEW YORK 3
HULETTS LANDING,NY,12841,12841,NEW YORK 3
HUME,NY,14745,14745,NEW YORK 3
HUNT,NY,14846,14846,NEW YORK 3
HUNTER,NY,12442,12442,NEW YORK 3
HURLEY,NY,12443,12443,NEW YORK 3
HURLEYVILLE,NY,12747,12747,NEW YORK 3
HYDE PARK,NY,12538,12538,NEW YORK 3
ILION,NY,13357,13357,NEW YORK 3
INDIAN LAKE,NY,12842,12842,NEW YORK 3
INLET,NY,13360,13360,NEW YORK 3
INTERLAKEN,NY,14847,14847,NEW YORK 3
IONIA,NY,14475,14475,NEW YORK 3
IRVING,NY,14081,14081,NEW YORK 3
ITHACA,NY,14850,14850,NEW YORK 3
ITHACA,NY,14851,14851,NEW YORK 3
JACKSONVILLE,NY,14854,14854,NEW YORK 3
JAMESTOWN,NY,14701,14701,NEW YORK 3
JAMESVILLE,NY,13078,13078,NEW YORK 3
JASPER,NY,14855,14855,NEW YORK 3
JAVA CENTER,NY,14082,14082,NEW YORK 3
JAVA VILLAGE,NY,14083,14083,NEW YORK 3
JAY,NY,12941,12941,NEW YORK 3
JEFFERSON,NY,12093,12093,NEW YORK 3
JEFFERSON VALLEY,NY,10535,10535,NEW YORK 3
JEFFERSONVILLE,NY,12748,12748,NEW YORK 3
JEWETT,NY,12444,12444,NEW YORK 3
JOHNSBURG,NY,12843,12843,NEW YORK 3
JOHNSON,NY,10933,10933,NEW YORK 3
JOHNSON CITY,NY,13790,13790,NEW YORK 3
JOHNSONVILLE,NY,12094,12094,NEW YORK 3
JOHNSTOWN,NY,12095,12095,NEW YORK 3
JORDAN,NY,13080,13080,NEW YORK 3
JORDANVILLE,NY,13361,13361,NEW YORK 3
KANONA,NY,14856,14856,NEW YORK 3
KATONAH,NY,10536,10536,NEW YORK 3
KATTSKILL BAY,NY,12844,12844,NEW YORK 3
KAUNEONGA LAKE,NY,12749,12749,NEW YORK 3
KEENE,NY,12942,12942,NEW YORK 3
KEENE VALLEY,NY,12943,12943,NEW YORK 3
KEESEVILLE,NY,12944,12944,NEW YORK 3
KENDALL,NY,14476,14476,NEW YORK 3
KENNEDY,NY,14747,14747,NEW YORK 3
KENOZA LAKE,NY,12750,12750,NEW YORK 3
KENT,NY,14477,14477,NEW YORK 3
KERHONKSON,NY,12446,12446,NEW YORK 3
KEUKA PARK,NY,14478,14478,NEW YORK 3
KIAMESHA LAKE,NY,12751,12751,NEW YORK 3
KILL BUCK,NY,14748,14748,NEW YORK 3
KILLAWOG,NY,13794,13794,NEW YORK 3
KINDERHOOK,NY,12106,12106,NEW YORK 3
KING FERRY,NY,13081,13081,NEW YORK 3
KINGSTON,NY,12401,12401,NEW YORK 3
KIRKVILLE,NY,13082,13082,NEW YORK 3
KIRKWOOD,NY,13795,13795,NEW YORK 3
LA FARGEVILLE,NY,13656,13656,NEW YORK 3
LA FAYETTE,NY,13084,13084,NEW YORK 3
LACONA,NY,13083,13083,NEW YORK 3
LAGRANGEVILLE,NY,12540,12540,NEW YORK 3
LAKE CLEAR,NY,12945,12945,NEW YORK 3
LAKE GEORGE,NY,12845,12845,NEW YORK 3
LAKE HILL,NY,12448,12448,NEW YORK 3
LAKE HUNTINGTON,NY,12752,12752,NEW YORK 3
LAKE KATRINE,NY,12449,12449,NEW YORK 3
LAKE LUZERNE,NY,12846,12846,NEW YORK 3
LAKE PEEKSKILL,NY,10537,10537,NEW YORK 3
LAKE PLACID,NY,12946,12946,NEW YORK 3
LAKE PLEASANT,NY,12108,12108,NEW YORK 3
LAKE VIEW,NY,14085,14085,NEW YORK 3
LAKEMONT,NY,14857,14857,NEW YORK 3
LAKEVILLE,NY,14480,14480,NEW YORK 3
LAKEWOOD,NY,14750,14750,NEW YORK 3
LANCASTER,NY,14086,14086,NEW YORK 3
LANESVILLE,NY,12450,12450,NEW YORK 3
LARCHMONT,NY,10538,10538,NEW YORK 3
LAURENS,NY,13796,13796,NEW YORK 3
LAWTONS,NY,14091,14091,NEW YORK 3
LE ROY,NY,14482,14482,NEW YORK 3
LEE CENTER,NY,13363,13363,NEW YORK 3
LEEDS,NY,12451,12451,NEW YORK 3
LEICESTER,NY,14481,14481,NEW YORK 3
LEONARDSVILLE,NY,13364,13364,NEW YORK 3
LEWIS,NY,12950,12950,NEW YORK 3
LEWISTON,NY,14092,14092,NEW YORK 3
LEXINGTON,NY,12452,12452,NEW YORK 3
LIBERTY,NY,12754,12754,NEW YORK 3
LILY DALE,NY,14752,14752,NEW YORK 3
LIMA,NY,14485,14485,NEW YORK 3
LIMESTONE,NY,14753,14753,NEW YORK 3
LINCOLNDALE,NY,10540,10540,NEW YORK 3
LINDLEY,NY,14858,14858,NEW YORK 3
LISBON,NY,13658,13658,NEW YORK 3
LISLE,NY,13797,13797,NEW YORK 3
LITTLE FALLS,NY,13365,13365,NEW YORK 3
LITTLE GENESEE,NY,14754,14754,NEW YORK 3
LITTLE VALLEY,NY,14755,14755,NEW YORK 3
LITTLE YORK,NY,13087,13087,NEW YORK 3
LIVERPOOL,NY,13088,13088,NEW YORK 3
LIVERPOOL,NY,13090,13090,NEW YORK 3
LIVINGSTON,NY,12541,12541,NEW YORK 3
LIVINGSTON MANOR,NY,12758,12758,NEW YORK 3
LIVONIA,NY,14487,14487,NEW YORK 3
LOCH SHELDRAKE,NY,12759,12759,NEW YORK 3
LOCKE,NY,13092,13092,NEW YORK 3
LOCKPORT,NY,14094,14094,NEW YORK 3
LOCKWOOD,NY,14859,14859,NEW YORK 3
LODI,NY,14860,14860,NEW YORK 3
LONG EDDY,NY,12760,12760,NEW YORK 3
LONG LAKE,NY,12847,12847,NEW YORK 3
LORRAINE,NY,13659,13659,NEW YORK 3
LOUDONVILLE,NY,12211,12211,NEW YORK 3
LOWMAN,NY,14861,14861,NEW YORK 3
LOWVILLE,NY,13367,13367,NEW YORK 3
LYCOMING,NY,13093,13093,NEW YORK 3
LYNDONVILLE,NY,14098,14098,NEW YORK 3
LYON MOUNTAIN,NY,12952,12952,NEW YORK 3
LYONS,NY,14489,14489,NEW YORK 3
LYONS FALLS,NY,13368,13368,NEW YORK 3
MACEDON,NY,14502,14502,NEW YORK 3
MACHIAS,NY,14101,14101,NEW YORK 3
MADISON,NY,13402,13402,NEW YORK 3
MADRID,NY,13660,13660,NEW YORK 3
MAHOPAC FALLS,NY,10542,10542,NEW YORK 3
MAINE,NY,13802,13802,NEW YORK 3
MALDEN BRIDGE,NY,12115,12115,NEW YORK 3
MALDEN ON HUDSON,NY,12453,12453,NEW YORK 3
MALLORY,NY,13103,13103,NEW YORK 3
MALONE,NY,12953,12953,NEW YORK 3
MAMARONECK,NY,10543,10543,NEW YORK 3
MANCHESTER,NY,14504,14504,NEW YORK 3
MANLIUS,NY,13104,13104,NEW YORK 3
MANNSVILLE,NY,13661,13661,NEW YORK 3
MAPLECREST,NY,12454,12454,NEW YORK 3
MARATHON,NY,13803,13803,NEW YORK 3
MARCELLUS,NY,13108,13108,NEW YORK 3
MARCY,NY,13403,13403,NEW YORK 3
MARGARETVILLE,NY,12455,12455,NEW YORK 3
MARIETTA,NY,13110,13110,NEW YORK 3
MARILLA,NY,14102,14102,NEW YORK 3
MARION,NY,14505,14505,NEW YORK 3
MARLBORO,NY,12542,12542,NEW YORK 3
MARTINSBURG,NY,13404,13404,NEW YORK 3
MARTVILLE,NY,13111,13111,NEW YORK 3
MARYLAND,NY,12116,12116,NEW YORK 3
MASONVILLE,NY,13804,13804,NEW YORK 3
MASSENA,NY,13662,13662,NEW YORK 3
MAYBROOK,NY,12543,12543,NEW YORK 3
MAYFIELD,NY,12117,12117,NEW YORK 3
MAYVILLE,NY,14757,14757,NEW YORK 3
MC DONOUGH,NY,13801,13801,NEW YORK 3
MC GRAW,NY,13101,13101,NEW YORK 3
MC LEAN,NY,13102,13102,NEW YORK 3
MECHANICVILLE,NY,12118,12118,NEW YORK 3
MECKLENBURG,NY,14863,14863,NEW YORK 3
MEDINA,NY,14103,14103,NEW YORK 3
MEDUSA,NY,12120,12120,NEW YORK 3
MELLENVILLE,NY,12544,12544,NEW YORK 3
MELROSE,NY,12121,12121,NEW YORK 3
MEMPHIS,NY,13112,13112,NEW YORK 3
MENDON,NY,14506,14506,NEW YORK 3
MERIDALE,NY,13806,13806,NEW YORK 3
MERIDIAN,NY,13113,13113,NEW YORK 3
MEXICO,NY,13114,13114,NEW YORK 3
MIDDLE FALLS,NY,12848,12848,NEW YORK 3
MIDDLE GRANVILLE,NY,12849,12849,NEW YORK 3
MIDDLE GROVE,NY,12850,12850,NEW YORK 3
MIDDLEBURGH,NY,12122,12122,NEW YORK 3
MIDDLEPORT,NY,14105,14105,NEW YORK 3
MIDDLESEX,NY,14507,14507,NEW YORK 3
MIDDLETOWN,NY,10940,10940,NEW YORK 3
MIDDLETOWN,NY,10941,10941,NEW YORK 3
MILFORD,NY,13807,13807,NEW YORK 3
MILLBROOK,NY,12545,12545,NEW YORK 3
MILLPORT,NY,14864,14864,NEW YORK 3
MILLWOOD,NY,10546,10546,NEW YORK 3
MILTON,NY,12547,12547,NEW YORK 3
MINERVA,NY,12851,12851,NEW YORK 3
MINETTO,NY,13115,13115,NEW YORK 3
MINEVILLE,NY,12956,12956,NEW YORK 3
MINOA,NY,13116,13116,NEW YORK 3
MODEL CITY,NY,14107,14107,NEW YORK 3
MODENA,NY,12548,12548,NEW YORK 3
MOHAWK,NY,13407,13407,NEW YORK 3
MOHEGAN LAKE,NY,10547,10547,NEW YORK 3
MOIRA,NY,12957,12957,NEW YORK 3
MONGAUP VALLEY,NY,12762,12762,NEW YORK 3
MONROE,NY,10950,10950,NEW YORK 3
MONSEY,NY,10952,10952,NEW YORK 3
MONTEZUMA,NY,13117,13117,NEW YORK 3
MONTGOMERY,NY,12549,12549,NEW YORK 3
MONTICELLO,NY,12701,12701,NEW YORK 3
MONTOUR FALLS,NY,14865,14865,NEW YORK 3
MOOERS,NY,12958,12958,NEW YORK 3
MORAVIA,NY,13118,13118,NEW YORK 3
MORIAH,NY,12960,12960,NEW YORK 3
MORIAH CENTER,NY,12961,12961,NEW YORK 3
MORRIS,NY,13808,13808,NEW YORK 3
MORRISONVILLE,NY,12962,12962,NEW YORK 3
MORRISTOWN,NY,13664,13664,NEW YORK 3
MORRISVILLE,NY,13408,13408,NEW YORK 3
MORTON,NY,14508,14508,NEW YORK 3
MOUNT MARION,NY,12456,12456,NEW YORK 3
MOUNT MORRIS,NY,14510,14510,NEW YORK 3
MOUNT UPTON,NY,13809,13809,NEW YORK 3
MOUNT VERNON,NY,10550,10550,NEW YORK 3
MOUNT VERNON,NY,10552,10552,NEW YORK 3
MOUNTAIN DALE,NY,12763,12763,NEW YORK 3
MOUNTAINVILLE,NY,10953,10953,NEW YORK 3
MUMFORD,NY,14511,14511,NEW YORK 3
MUNNSVILLE,NY,13409,13409,NEW YORK 3
NAPANOCH,NY,12458,12458,NEW YORK 3
NAPLES,NY,14512,14512,NEW YORK 3
NARROWSBURG,NY,12764,12764,NEW YORK 3
NASSAU,NY,12123,12123,NEW YORK 3
NATURAL BRIDGE,NY,13665,13665,NEW YORK 3
NEDROW,NY,13120,13120,NEW YORK 3
NELLISTON,NY,13410,13410,NEW YORK 3
NEVERSINK,NY,12765,12765,NEW YORK 3
NEW BALTIMORE,NY,12124,12124,NEW YORK 3
NEW BERLIN,NY,13411,13411,NEW YORK 3
NEW CITY,NY,10956,10956,NEW YORK 3
NEW HAMPTON,NY,10958,10958,NEW YORK 3
NEW HARTFORD,NY,13413,13413,NEW YORK 3
NEW HAVEN,NY,13121,13121,NEW YORK 3
NEW KINGSTON,NY,12459,12459,NEW YORK 3
NEW MILFORD,NY,10959,10959,NEW YORK 3
NEW PALTZ,NY,12561,12561,NEW YORK 3
NEW ROCHELLE,NY,10801,10801,NEW YORK 3
NEW ROCHELLE,NY,10804,10804,NEW YORK 3
NEW RUSSIA,NY,12964,12964,NEW YORK 3
NEW WINDSOR,NY,12553,12553,NEW YORK 3
NEW WOODSTOCK,NY,13122,13122,NEW YORK 3
NEW YORK MILLS,NY,13417,13417,NEW YORK 3
NEWARK,NY,14513,14513,NEW YORK 3
NEWARK VALLEY,NY,13811,13811,NEW YORK 3
NEWCOMB,NY,12852,12852,NEW YORK 3
NEWFANE,NY,14108,14108,NEW YORK 3
NEWFIELD,NY,14867,14867,NEW YORK 3
NEWPORT,NY,13416,13416,NEW YORK 3
NEWTON FALLS,NY,13666,13666,NEW YORK 3
NIAGARA FALLS,NY,14301,14301,NEW YORK 3
NIAGARA FALLS,NY,14304,14304,NEW YORK 3
NIAGARA FALLS,NY,14305,14305,NEW YORK 3
NIAGARA UNIVERSITY,NY,14109,14109,NEW YORK 3
NICHOLVILLE,NY,12965,12965,NEW YORK 3
NINEVEH,NY,13813,13813,NEW YORK 3
NIOBE,NY,14758,14758,NEW YORK 3
NIVERVILLE,NY,12130,12130,NEW YORK 3
NORFOLK,NY,13667,13667,NEW YORK 3
NORTH BANGOR,NY,12966,12966,NEW YORK 3
NORTH BAY,NY,13123,13123,NEW YORK 3
NORTH BLENHEIM,NY,12131,12131,NEW YORK 3
NORTH BOSTON,NY,14110,14110,NEW YORK 3
NORTH BRANCH,NY,12766,12766,NEW YORK 3
NORTH CHATHAM,NY,12132,12132,NEW YORK 3
NORTH CHILI,NY,14514,14514,NEW YORK 3
NORTH COLLINS,NY,14111,14111,NEW YORK 3
NORTH CREEK,NY,12853,12853,NEW YORK 3
NORTH EVANS,NY,14112,14112,NEW YORK 3
NORTH GRANVILLE,NY,12854,12854,NEW YORK 3
NORTH GREECE,NY,14515,14515,NEW YORK 3
NORTH HOOSICK,NY,12133,12133,NEW YORK 3
NORTH HUDSON,NY,12855,12855,NEW YORK 3
NORTH JAVA,NY,14113,14113,NEW YORK 3
NORTH LAWRENCE,NY,12967,12967,NEW YORK 3
NORTH NORWICH,NY,13814,13814,NEW YORK 3
NORTH PITCHER,NY,13124,13124,NEW YORK 3
NORTH RIVER,NY,12856,12856,NEW YORK 3
NORTH ROSE,NY,14516,14516,NEW YORK 3
NORTH SALEM,NY,10560,10560,NEW YORK 3
NORTH TONAWANDA,NY,14120,14120,NEW YORK 3
NORTHVILLE,NY,12134,12134,NEW YORK 3
NORWICH,NY,13815,13815,NEW YORK 3
NORWOOD,NY,13668,13668,NEW YORK 3
NUNDA,NY,14517,14517,NEW YORK 3
NYACK,NY,10960,10960,NEW YORK 3
OAK HILL,NY,12460,12460,NEW YORK 3
OAKFIELD,NY,14125,14125,NEW YORK 3
OAKS CORNERS,NY,14518,14518,NEW YORK 3
OBERNBURG,NY,12767,12767,NEW YORK 3
ODESSA,NY,14869,14869,NEW YORK 3
OGDENSBURG,NY,13669,13669,NEW YORK 3
OLCOTT,NY,14126,14126,NEW YORK 3
OLD CHATHAM,NY,12136,12136,NEW YORK 3
OLD FORGE,NY,13420,13420,NEW YORK 3
OLEAN,NY,14760,14760,NEW YORK 3
OLIVEBRIDGE,NY,12461,12461,NEW YORK 3
OLMSTEDVILLE,NY,12857,12857,NEW YORK 3
ONEIDA,NY,13421,13421,NEW YORK 3
ONEONTA,NY,13820,13820,NEW YORK 3
ONTARIO,NY,14519,14519,NEW YORK 3
ONTARIO CENTER,NY,14520,14520,NEW YORK 3
ORANGEBURG,NY,10962,10962,NEW YORK 3
ORCHARD PARK,NY,14127,14127,NEW YORK 3
ORISKANY,NY,13424,13424,NEW YORK 3
ORISKANY FALLS,NY,13425,13425,NEW YORK 3
ORWELL,NY,13426,13426,NEW YORK 3
OSSINING,NY,10562,10562,NEW YORK 3
OSWEGO,NY,13126,13126,NEW YORK 3
OTEGO,NY,13825,13825,NEW YORK 3
OTISVILLE,NY,10963,10963,NEW YORK 3
OTTO,NY,14766,14766,NEW YORK 3
OVID,NY,14521,14521,NEW YORK 3
OWEGO,NY,13827,13827,NEW YORK 3
OWLS HEAD,NY,12969,12969,NEW YORK 3
OXFORD,NY,13830,13830,NEW YORK 3
PAINTED POST,NY,14870,14870,NEW YORK 3
PALATINE BRIDGE,NY,13428,13428,NEW YORK 3
PALENVILLE,NY,12463,12463,NEW YORK 3
PALMYRA,NY,14522,14522,NEW YORK 3
PANAMA,NY,14767,14767,NEW YORK 3
PARISH,NY,13131,13131,NEW YORK 3
PARISHVILLE,NY,13672,13672,NEW YORK 3
PARKSVILLE,NY,12768,12768,NEW YORK 3
PATTERSON,NY,12563,12563,NEW YORK 3
PATTERSONVILLE,NY,12137,12137,NEW YORK 3
PAUL SMITHS,NY,12970,12970,NEW YORK 3
PAVILION,NY,14525,14525,NEW YORK 3
PAWLING,NY,12564,12564,NEW YORK 3
PENN YAN,NY,14527,14527,NEW YORK 3
PENNELLVILLE,NY,13132,13132,NEW YORK 3
PERKINSVILLE,NY,14529,14529,NEW YORK 3
PERRY,NY,14530,14530,NEW YORK 3
